game_id,game_name,view_count
460695,Mass Effect: Andromeda,69
488627,Zula,69
503836,AO Tennis,68
509914,Gnomes Garden 2,68
14658,Legaia 2: Duel Saga,68
3681,Minesweeper,68
6187,Portal,68
28394,Total War: Shogun 2,68
494449,Zettai Zetsumei Toshi 4 Plus: Summer Memories,68
495764,Golf It!,67
507025,Pro Pilkki 2,67
370536,Danganronpa Another Episode: Ultra Despair Girls,66
28798,Edna & Harvey: The Breakout,66
15864,Mortal Kombat Mythologies: Sub-Zero,66
7778,Capcom vs. SNK 2: Mark of the Millennium,65
488766,Nekopara Vol.1,65
509529,Super Animal Royale,65
11172,Dark Age of Camelot,63
461435,Donut County,63
27602,PokÃ©mon Black/White,63
19858,Star Trek Online,63
32526,BlazBlue Continuum Shift Extend,62
460624,Lara Croft and the Temple of Osiris,62
494184,Mobile Legends: Bang bang,62
19714,Entropia Universe,61
19260,The Last Remnant,61
5492,Diablo,60
509662,Food ,60
490700,Kingdom Hearts HD II.8: Final Chapter Prologue,60
490414,Quiplash,60
369340,SD Gundam Capsule Fighter Online,60
504071,Story of the Survivor,60
9538,The Goonies II,60
33245,Zero-4 Champ,60
491125,The Game Awards,59
5090,Command & Conquer: Yuri's Revenge,58
13158,Half-Life 2: Episode One,58
509136,P.A.S.,58
489580,Phantasmal,58
510552,Simmiland,58
506072,Soul Worker,58
2274,The Sims 2,58
15825,Worms Armageddon,58
20593,Dragon Quest IV: Chapters of the Chosen,57
498217,Sinner: Sacrifice for Redemption,57
509524,The Settlers: History Collection,57
490375,Unravel,57
26547,Sleeping Dogs,56
492520,Sylvio,56
9164,Hellgate: London,55
508490,Project Warlock,55
417968,TerraTech,55
22797,Dead Rising 2,54
6139,Metal Gear,54
494082,Visage,54
505991,Bloodstained: Curse of the Moon,53
4667,Bully: Scholarship Edition,52
19006,Call of Duty: World at War,52
2397,Halo: Combat Evolved,52
23195,The Legend of Zelda: Spirit Tracks,52
15062,Vampire: The Masquerade - Bloodlines,52
495060,Wonder Boy: The Dragon's Trap,52
18881,Command & Conquer: Red Alert 3,51
15316,Kingdom Hearts: Chain of Memories,51
19140,Metro 2033,51
500775,NBA G League,51
19665,THE iDOLM@STER,51
499380,Ancestors Legacy,50
13781,Cool Boarders 2,50
27382,DiRT 3,50
65922,Ib,50
16791,Ratchet & Clank,50
509590,Do Not Feed the Monkeys,49
143541,Dungeon Defenders II,49
25192,ArmA II: Operation Arrowhead,48
732,Demon's Crest,48
4431,Mike Tyson's Punch-Out!!,48
458656,Tree of Savior,48
18894,Far Cry 2,47
18231,Paper Mario,47
508513,Pathfinder,46
491774,Zero Time Dilemma,46
313197,Assetto Corsa,45
490588,Nightmares from the Deep 3: Davy Jones,45
491136,Secret Hitler,45
130976,Shroud of the Avatar: Forsaken Virtues,45
496885,Stationeers,45
19157,APB Reloaded,44
28265,Atelier Rorona: Alchemist of Arland,44
23894,Call of Duty: Black Ops,44
502299,Treasure Adventure World,44
7934,Crash Bandicoot 2: Cortex Strikes Back,43
144071,DreadOut,43
493299,Rad Rodgers,43
509614,Spellbreak,42
490948,The Isle,42
7200,The Legend of Zelda: Four Swords Adventures,42
494400,ICEY,41
24165,LEGO Harry Potter: Years 1-4,41
510491,The Technician,41
79231,TrackManiaÂ² Stadium,41
15533,Trauma Center: New Blood,41
23015,Final Fantasy IV: The After Years,40
509911,The Shapeshifting Detective,40
8135,System Shock 2,39
94073,The Binding of Isaac: Rebirth,39
12689,Alone in the Dark: The New Nightmare,37
503301,"Guns, Gore and Cannoli 2",37
491736,Kirby: Planet Robobot,37
13050,Castlevania: Symphony of the Night,36
8271,Mad Max,36
8769,Marble Madness,36
497495,Monopoly One,36
25122,Just Dance,35
510494,Thea 2: The Shattering,35
369280,Armikrog,34
21443,Machinarium,34
495056,NBA 2K18,34
491755,The Count Lucanor,34
488572,The Jackbox Party Pack,34
68063,Armello,33
29364,Crusader Kings II,33
492487,Furi,33
493063,ReCore,33
33416,Starsector,33
494552,The Last of Us Part II,33
496233,The Surge,33
25417,The Witcher 2: Assassins of Kings,33
417697,Goat Simulator,32
497883,My Time at Portia,32
20941,Wizard101,32
497287,Aim Hero,31
417873,Freestyle Street Basketball 2,31
8694,Half-Life 2: Episode Two,31
490537,Layers of Fear,31
19329,"Warhammer 40,000: Dawn of War II",31
67969,Cypher,30
15389,Doom 64,30
16080,Jade Cocoon: Story of the Tamamayu,30
493167,Onward,30
12826,PokÃ©mon Mystery Dungeon: Blue/Red Rescue Team,30
494218,Seal Online,30
492178,Tower Unite,30
497388,A Way Out,29
488699,Crusaders Quest,29
20501,Mabinogi,29
494556,Ni no Kuni II: Revenant Kingdom,29
414999,Robocraft,29
12101,The Legend of Dragoon,29
500104,Umineko When They Cry: Answer Arcs,29
489376,Deus Ex: Mankind Divided,28
68018,Elsword,28
460384,Far Cry 4,28
498983,Holdfast: Nations At War,28
21563,S4 League,28
490543,Dragon Quest Builders,27
369141,Ghost of a Tale,27
30538,Katawa Shoujo,27
495427,Adam Wolfe,26
488576,Creativerse,26
493926,Final Fantasy XII: The Zodiac Age,26
489558,DiRT Rally,25
497284,Kynseed,25
26079,Magicka,25
494058,Observer,25
495122,State of Decay 2,25
488758,Vampyr,25
509038,#Compass,24
21101,Batman: Arkham Asylum,24
29099,BioShock Infinite,24
14625,Crash Bash,24
10710,Half-Life: Counter-Strike,24
460641,Let It Die,24
506431,The Quiet Man,24
502825,We Were Here Too,24
498861,Dungeons 3,23
27340,Kingdoms of Amalur: Reckoning,23
27779,Music For Everyone,23
496567,Pinturillo 2,23
493124,Atelier Firis: The Alchemist of the Mysterious Journey,22
491216,"Gremlins, Inc.",22
7839,Lara Croft Tomb Raider: Legend,22
26992,Mass Effect 3,22
460619,Ori and the Blind Forest,22
22848,Red Dead Redemption,22
259945,Rogue Legacy,22
5983,Samurai Shodown V Special,22
499379,Stick Fight: The Game,22
503090,The Red Strings Club,22
490702,Yakuza Kiwami,22
510100,Blade & Sorcery,21
9440,Bully,21
65967,Dead Island Riptide,21
22393,Modern Warfare 2,21
14081,Sly Cooper and the Thievius Raccoonus,21
497425,South Park: Phone Destroyer,21
2635,Super Mario World 2: Yoshi's Island,21
417745,Villagers and Heroes,21
30924,ArcheAge,20
24394,Battlefield 3,20
506399,Command & Conquer: Rivals,20
496504,Digimon Story: Cyber Sleuth Hacker's Memory,20
508440,F1 2018,20
1396,Fire Emblem,20
5396,God Hand,20
13961,Resident Evil: Outbreak - File #2,20
369575,Rocksmith 2014,20
10599,Scratches,20
500038,Wandersong,20
33928,Worms Revolution,20
15866,BioShock,19
18958,Dragon Age: Origins,19
488564,Just Cause 3,19
476449,Dead or Alive 5 Last Round,18
5466,Tom Clancy's Splinter Cell,17
133413,Drakengard 3,16
378366,Valdis Story: Abyssal City,14
497452,Kirby: Star Allies,13
21459,Utawarerumono,13
491177,Slime Rancher,12
369237,Stranger of Sword City,12
5682,Crash Team Racing,11
491732,Endless Space 2,11
19676,Mass Effect 2,11
500182,Rules of Survival,11
489904,Total War: WARHAMMER,11
497411,Forza Motorsport 7,10
490312,Human Resource Machine,10
418067,Hyrule Warriors,10
391475,Space Engineers,10
